epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,30560.8,0.63673,0.38326,0.93326,0.95191,0.93568,0.97358,0.72372,0.83098,0.45647,1.09907,0.000892,0.000892,0.000892
186,30834.6,0.63131,0.38019,0.93096,0.95117,0.93601,0.97361,0.72398,0.83097,0.45656,1.09923,0.0008425,0.0008425,0.0008425
187,31109.4,0.62884,0.38185,0.93328,0.95131,0.93535,0.97348,0.72384,0.83084,0.45704,1.09921,0.000793,0.000793,0.000793
188,31382.9,0.62812,0.37672,0.92812,0.95108,0.93549,0.97347,0.72391,0.83096,0.45718,1.09959,0.0007435,0.0007435,0.0007435
189,31655.3,0.63217,0.37791,0.93157,0.95059,0.937,0.9735,0.72353,0.83107,0.45756,1.09978,0.000694,0.000694,0.000694
190,31929.6,0.63302,0.38055,0.93202,0.95073,0.93666,0.97349,0.72376,0.83115,0.45747,1.10007,0.0006445,0.0006445,0.0006445
191,32197.7,0.57882,0.33195,0.90114,0.95053,0.93668,0.9735,0.72379,0.83109,0.45817,1.10019,0.000595,0.000595,0.000595
192,32462.8,0.56753,0.32582,0.89618,0.94991,0.93689,0.97347,0.72355,0.8312,0.45813,1.10043,0.0005455,0.0005455,0.0005455
193,32728.7,0.56226,0.32508,0.89598,0.94994,0.937,0.97348,0.72345,0.8312,0.45833,1.1006,0.000496,0.000496,0.000496
194,32993.3,0.56439,0.32475,0.89497,0.94977,0.93731,0.97351,0.72384,0.83146,0.45896,1.10094,0.0004465,0.0004465,0.0004465
195,33258.6,0.56001,0.32243,0.89288,0.94955,0.93659,0.97345,0.72384,0.83167,0.45951,1.10132,0.000397,0.000397,0.000397
196,33522,0.55848,0.32316,0.89314,0.95018,0.93662,0.97332,0.72334,0.83185,0.46027,1.10164,0.0003475,0.0003475,0.0003475
197,33789.7,0.55644,0.3218,0.89201,0.94976,0.93655,0.97332,0.72339,0.83196,0.46095,1.10183,0.000298,0.000298,0.000298
198,34057.7,0.55618,0.32163,0.89218,0.94975,0.93622,0.97324,0.72341,0.83212,0.46161,1.10219,0.0002485,0.0002485,0.0002485
199,34323.3,0.55424,0.32071,0.89235,0.95022,0.93591,0.97328,0.72344,0.83226,0.46242,1.10239,0.000199,0.000199,0.000199
200,34590.9,0.55321,0.32049,0.89245,0.95056,0.93601,0.97331,0.72357,0.83244,0.46309,1.10287,0.0001495,0.0001495,0.0001495
